stream_index	book	chapter	verse	g_idx	predication_id	finite_verb	finite_lemma	finite_morphgnt	finite_compact	nbla_idx	nbla_text	subject_status	subject_source	subject_token	subject_person	subject_number	independence_status	independence_source	subordination_status	subordination_source	subordination_markers	certainty_finite_verb	certainty_predication	certainty_independence
391	1corintios	8	5	04	1corintios-8-5-P01	εἰσὶν	εἰμί	V- 3PAI-P--	V-PAI-3P	05	llamados	confirmed	finite_verb_morphology		3	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
392	1corintios	8	5	14	1corintios-8-5-P02	εἰσὶν	εἰμί	V- 3PAI-P--	V-PAI-3P	19	hay	confirmed	finite_verb_morphology		3	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
393	1corintios	8	7	17	1corintios-8-7-P01	ἐσθίουσιν	ἐσθίω	V- 3PAI-P--	V-PAI-3P	20,21,22,23,24,25,26,27,28,29,30,31,32	este fuera sacrificado a un ídolo y su conciencia siendo débil se mancha	confirmed	finite_verb_morphology		3	P	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὡς"", ""key"": ""ως"", ""token"": ""15""}]"	confirmed	candidate	unresolved
394	1corintios	8	7	24	1corintios-8-7-P02	μολύνεται	μολύνω	V- 3PPI-S--	V-PPI-3S	20,21,22,23,24,25,26,27,28,29,30,31,32	este fuera sacrificado a un ídolo y su conciencia siendo débil se mancha	candidate	nearest_agreeing_nominative_no_visible_boundary	22			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
395	1corintios	8	8	05	1corintios-8-8-P01	παραστήσει	παρίστημι	V- 3FAI-S--	V-FAI-3S	01,02,03,04,05,06,07,08	pero la comida no nos recomendará a dios	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
396	1corintios	8	8	11	1corintios-8-8-P02	φάγωμεν	ἐσθίω	V- 1AAS-P--	V-AAS-1P	09,10,11,12,13,14,15,16,17,18,19,20	pues ni somos menos si no comemos ni somos más si comemos	confirmed	finite_verb_morphology		1	P	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἐὰν"", ""key"": ""εαν"", ""token"": ""10""}]"	confirmed	candidate	unresolved
397	1corintios	8	8	12	1corintios-8-8-P03	περισσεύομεν	περισσεύω	V- 1PAI-P--	V-PAI-1P	09,10,11,12,13,14,15,16,17,18,19,20	pues ni somos menos si no comemos ni somos más si comemos	confirmed	finite_verb_morphology		1	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
398	1corintios	8	8	16	1corintios-8-8-P04	φάγωμεν	ἐσθίω	V- 1AAS-P--	V-AAS-1P	09,10,11,12,13,14,15,16,17,18,19,20	pues ni somos menos si no comemos ni somos más si comemos	confirmed	finite_verb_morphology		1	P	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἐὰν"", ""key"": ""εαν"", ""token"": ""14""}]"	confirmed	candidate	unresolved
399	1corintios	8	8	17	1corintios-8-8-P05	ὑστερούμεθα	ὑστερέω	V- 1PPI-P--	V-PPI-1P	09,10,11,12,13,14,15,16,17,18,19,20	pues ni somos menos si no comemos ni somos más si comemos	confirmed	finite_verb_morphology		1	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
400	1corintios	8	9	01	1corintios-8-9-P01	βλέπετε	βλέπω	V- 2PAD-P--	V-PAD-2P	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22	pero tengan cuidado no sea que esta libertad de ustedes de alguna manera se convierta en piedra de tropiezo para el débil	confirmed	finite_verb_morphology		2	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
401	1corintios	8	9	10	1corintios-8-9-P02	γένηται	γίνομαι	V- 3AMS-S--	V-AMS-3S	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22	pero tengan cuidado no sea que esta libertad de ustedes de alguna manera se convierta en piedra de tropiezo para el débil	candidate	nearest_agreeing_nominative_no_visible_boundary	09			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
402	1corintios	8	10	04	1corintios-8-10-P01	ἴδῃ	ὁράω	V- 3AAS-S--	V-AAS-3S	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35	porque si alguien te ve a ti que tienes conocimiento sentado a la mesa en un templo de ídolos no será estimulada su conciencia si él es débil a comer lo sacrificado a los ídolos	candidate	nearest_agreeing_nominative_no_visible_boundary	03			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἐὰν"", ""key"": ""εαν"", ""token"": ""01""}]"	confirmed	candidate	unresolved
403	1corintios	8	10	18	1corintios-8-10-P02	οἰκοδομηθήσεται	οἰκοδομέω	V- 3FPI-S--	V-FPI-3S	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35	porque si alguien te ve a ti que tienes conocimiento sentado a la mesa en un templo de ídolos no será estimulada su conciencia si él es débil a comer lo sacrificado a los ídolos	candidate	nearest_agreeing_nominative_no_visible_boundary	14			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
404	1corintios	8	11	01	1corintios-8-11-P01	ἀπόλλυται	ἀπόλλυμι	V- 3PPI-S--	V-PPI-3S	01	por	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
405	1corintios	8	11	14	1corintios-8-11-P02	ἀπέθανεν	ἀποθνῄσκω	V- 3AAI-S--	V-AAI-3S	-	-	candidate	nearest_agreeing_nominative_no_visible_boundary	13			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
406	1corintios	8	12	15	1corintios-8-12-P01	ἁμαρτάνετε	ἁμαρτάνω	V- 2PAI-P--	V-PAI-2P	08,09,10,11,12,13,14,15,16,17,18	y herir su conciencia cuando esta es débil pecan contra cristo	confirmed	finite_verb_morphology		2	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
407	1corintios	8	13	04	1corintios-8-13-P01	σκανδαλίζει	σκανδαλίζω	V- 3PAI-S--	V-PAI-3S	01,02,03,04,05,06,07,08,09,10,11,12	por tanto si la comida hace que mi hermano caiga en pecado	candidate	nearest_agreeing_nominative_no_visible_boundary	03			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""02""}]"	confirmed	candidate	unresolved
408	1corintios	8	13	10	1corintios-8-13-P02	φάγω	ἐσθίω	V- 1AAS-S--	V-AAS-1S	13,14,15,16,17,18,19,20,21,22,23	no comeré carne jamás para no hacer pecar a mi hermano	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
409	1corintios	8	13	20	1corintios-8-13-P03	σκανδαλίσω	σκανδαλίζω	V- 1AAS-S--	V-AAS-1S	13,14,15,16,17,18,19,20,21,22,23	no comeré carne jamás para no hacer pecar a mi hermano	confirmed	finite_verb_morphology		1	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἵνα"", ""key"": ""ινα"", ""token"": ""15""}]"	confirmed	candidate	unresolved
410	1corintios	9	1	02	1corintios-9-1-P01	εἰμὶ	εἰμί	V- 1PAI-S--	V-PAI-1S	02	soy	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
411	1corintios	9	1	05	1corintios-9-1-P02	εἰμὶ	εἰμί	V- 1PAI-S--	V-PAI-1S	05	soy	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
412	1corintios	9	1	12	1corintios-9-1-P03	ἑόρακα	ὁράω	V- 1XAI-S--	V-XAI-1S	12	nuestro	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
413	1corintios	9	1	18	1corintios-9-1-P04	ἐστε	εἰμί	V- 2PAI-P--	V-PAI-2P	18	obra	confirmed	finite_verb_morphology		2	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
414	1corintios	9	2	04	1corintios-9-2-P01	εἰμὶ	εἰμί	V- 1PAI-S--	V-PAI-1S	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	si para otros no soy apóstol por lo menos para ustedes sí lo soy pues ustedes son el sello de mi apostolado en el señor	confirmed	finite_verb_morphology		1	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""01""}]"	confirmed	candidate	unresolved
415	1corintios	9	2	09	1corintios-9-2-P02	εἰμι	εἰμί	V- 1PAI-S--	V-PAI-1S	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	si para otros no soy apóstol por lo menos para ustedes sí lo soy pues ustedes son el sello de mi apostolado en el señor	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
416	1corintios	9	2	17	1corintios-9-2-P03	ἐστε	εἰμί	V- 2PAI-P--	V-PAI-2P	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25	si para otros no soy apóstol por lo menos para ustedes sí lo soy pues ustedes son el sello de mi apostolado en el señor	confirmed	finite_verb_morphology		2	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
417	1corintios	9	3	07	1corintios-9-3-P01	ἐστιν	εἰμί	V- 3PAI-S--	V-PAI-3S	08	es	candidate	nearest_agreeing_nominative_no_visible_boundary	03			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
418	1corintios	9	4	03	1corintios-9-4-P01	ἔχομεν	ἔχω	V- 1PAI-P--	V-PAI-1P	04	derecho	confirmed	finite_verb_morphology		1	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
419	1corintios	9	5	03	1corintios-9-5-P01	ἔχομεν	ἔχω	V- 1PAI-P--	V-PAI-1P	03	derecho	confirmed	finite_verb_morphology		1	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
420	1corintios	9	6	07	1corintios-9-6-P01	ἔχομεν	ἔχω	V- 1PAI-P--	V-PAI-1P	01,02,03,04,05,06,07,08,09,10,11,12,13	o acaso solo bernabé y yo no tenemos el derecho a no trabajar	confirmed	finite_verb_morphology		1	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
421	1corintios	9	7	02	1corintios-9-7-P01	στρατεύεται	στρατεύομαι	V- 3PMI-S--	V-PMI-3S	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34	quién ha servido alguna vez como soldado a sus propias expensas quién planta una viña y no come de su fruto o quién cuida un rebaño y no bebe de la leche del rebaño	candidate	nearest_agreeing_nominative_no_visible_boundary	01			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
422	1corintios	9	7	07	1corintios-9-7-P02	φυτεύει	φυτεύω	V- 3PAI-S--	V-PAI-3S	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34	quién ha servido alguna vez como soldado a sus propias expensas quién planta una viña y no come de su fruto o quién cuida un rebaño y no bebe de la leche del rebaño	candidate	nearest_agreeing_nominative_no_visible_boundary	06			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
423	1corintios	9	7	14	1corintios-9-7-P03	ἐσθίει	ἐσθίω	V- 3PAI-S--	V-PAI-3S	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34	quién ha servido alguna vez como soldado a sus propias expensas quién planta una viña y no come de su fruto o quién cuida un rebaño y no bebe de la leche del rebaño	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
424	1corintios	9	7	16	1corintios-9-7-P04	ποιμαίνει	ποιμαίνω	V- 3PAI-S--	V-PAI-3S	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34	quién ha servido alguna vez como soldado a sus propias expensas quién planta una viña y no come de su fruto o quién cuida un rebaño y no bebe de la leche del rebaño	candidate	nearest_agreeing_nominative_no_visible_boundary	15			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
425	1corintios	9	7	25	1corintios-9-7-P05	ἐσθίει	ἐσθίω	V- 3PAI-S--	V-PAI-3S	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34	quién ha servido alguna vez como soldado a sus propias expensas quién planta una viña y no come de su fruto o quién cuida un rebaño y no bebe de la leche del rebaño	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
426	1corintios	9	8	05	1corintios-9-8-P01	λαλῶ	λαλέω	V- 1PAI-S--	V-PAI-1S	01,02,03,04,05,06,07,08,09,10,11,12,13,14	acaso digo esto según el juicio humano no dice también la ley esto mismo	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
427	1corintios	9	8	12	1corintios-9-8-P02	λέγει	λέγω	V- 3PAI-S--	V-PAI-3S	01,02,03,04,05,06,07,08,09,10,11,12,13,14	acaso digo esto según el juicio humano no dice también la ley esto mismo	candidate	nearest_agreeing_nominative_no_visible_boundary	09			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
428	1corintios	9	9	06	1corintios-9-9-P01	γέγραπται	γράφω	V- 3XPI-S--	V-XPI-3S	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22	pues en la ley de moisés está escrito no pondrás bozal al buey cuando trilla acaso le preocupan a dios los bueyes	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
429	1corintios	9	9	08	1corintios-9-9-P02	κημώσεις	κημόω	V- 2FAI-S--	V-FAI-2S	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22	pues en la ley de moisés está escrito no pondrás bozal al buey cuando trilla acaso le preocupan a dios los bueyes	confirmed	finite_verb_morphology		2	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
430	1corintios	9	9	14	1corintios-9-9-P03	μέλει	μέλει	V- 3PAI-S--	V-PAI-3S	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22	pues en la ley de moisés está escrito no pondrás bozal al buey cuando trilla acaso le preocupan a dios los bueyes	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
431	1corintios	9	10	05	1corintios-9-10-P01	λέγει	λέγω	V- 3PAI-S--	V-PAI-3S	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	o lo dice especialmente por nosotros sí se escribió por nosotros porque el que ara debe arar con esperanza y el que trilla debe trillar con la esperanza de recibir de la cosecha	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
432	1corintios	9	10	09	1corintios-9-10-P02	ἐγράφη	γράφω	V- 3API-S--	V-API-3S	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	o lo dice especialmente por nosotros sí se escribió por nosotros porque el que ara debe arar con esperanza y el que trilla debe trillar con la esperanza de recibir de la cosecha	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
433	1corintios	9	10	11	1corintios-9-10-P03	ὀφείλει	ὀφείλω	V- 3PAI-S--	V-PAI-3S	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	o lo dice especialmente por nosotros sí se escribió por nosotros porque el que ara debe arar con esperanza y el que trilla debe trillar con la esperanza de recibir de la cosecha	confirmed	finite_verb_morphology		3	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""10""}]"	confirmed	candidate	unresolved
434	1corintios	9	11	06	1corintios-9-11-P01	ἐσπείραμεν	σπείρω	V- 1AAI-P--	V-AAI-1P	01,02,03,04,05,06,07,08,09,10,11,12,13,14	si en ustedes sembramos lo espiritual será demasiado que de ustedes cosechemos lo material	confirmed	finite_verb_morphology		1	P	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""01""}]"	confirmed	candidate	unresolved
435	1corintios	9	11	13	1corintios-9-11-P02	θερίσομεν	θερίζω	V- 1FAI-P--	V-FAI-1P	01,02,03,04,05,06,07,08,09,10,11,12,13,14	si en ustedes sembramos lo espiritual será demasiado que de ustedes cosechemos lo material	confirmed	finite_verb_morphology		1	P	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""08""}]"	confirmed	candidate	unresolved
436	1corintios	9	12	06	1corintios-9-12-P01	μετέχουσιν	μετέχω	V- 3PAI-P--	V-PAI-3P	03,04,05,06,07	tienen este derecho sobre ustedes	candidate	nearest_agreeing_nominative_no_visible_boundary	02			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""01""}]"	confirmed	candidate	unresolved
437	1corintios	9	12	12	1corintios-9-12-P02	ἐχρησάμεθα	χράομαι	V- 1AMI-P--	V-AMI-1P	17	hemos	confirmed	finite_verb_morphology		1	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
438	1corintios	9	12	18	1corintios-9-12-P03	στέγομεν	στέγω	V- 1PAI-P--	V-PAI-1P	24	todo	confirmed	finite_verb_morphology		1	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
439	1corintios	9	12	23	1corintios-9-12-P04	δῶμεν	δίδωμι	V- 1AAS-P--	V-AAS-1P	25,26,27,28,29,30,31,32	para no causar estorbo al evangelio de cristo	confirmed	finite_verb_morphology		1	P	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἵνα"", ""key"": ""ινα"", ""token"": ""19""}]"	confirmed	candidate	unresolved
440	1corintios	9	13	02	1corintios-9-13-P01	οἴδατε	οἶδα	V- 2XAI-P--	V-XAI-2P	02	saben	confirmed	finite_verb_morphology		2	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
