approved	stem	ref	greek_idx	greek_span	nbla_idx	nbla_span	suggested_type	source	reason	confidence	repeat_count	phrase_key	existing_rule	duplicate_of	yaml_suggestion
	romanos-5-4	romanos 5:4	07-08	δοκιμὴ ἐλπίδα.	01	y	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	δοκιμη ελπιδα => y	no		"{""match"": {""greek"": [""δοκιμὴ"", ""ἐλπίδα.""]}, ""action"": {""nbla"": [""y""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-5-4	romanos 5:4	06-08	δὲ δοκιμὴ ἐλπίδα.	01	y	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	δε δοκιμη ελπιδα => y	no		"{""match"": {""greek"": [""δὲ"", ""δοκιμὴ"", ""ἐλπίδα.""]}, ""action"": {""nbla"": [""y""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-5-5	romanos 5:5	19-20	τοῦ δοθέντος	01	Y	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	του δοθεντος => y	no		"{""match"": {""greek"": [""τοῦ"", ""δοθέντος""]}, ""action"": {""nbla"": [""Y""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-5-5	romanos 5:5	20-21	δοθέντος ἡμῖν.	01	Y	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	δοθεντος ημιν => y	no		"{""match"": {""greek"": [""δοθέντος"", ""ἡμῖν.""]}, ""action"": {""nbla"": [""Y""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-5-7	romanos 5:7	02-03	γὰρ ὑπὲρ	05-07	que muera por	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	γαρ υπερ => que muera por	no		"{""match"": {""greek"": [""γὰρ"", ""ὑπὲρ""]}, ""action"": {""nbla"": [""que"", ""muera"", ""por""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-5-7	romanos 5:7	03-04	ὑπὲρ δικαίου	05-07	que muera por	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	υπερ δικαιου => que muera por	no		"{""match"": {""greek"": [""ὑπὲρ"", ""δικαίου""]}, ""action"": {""nbla"": [""que"", ""muera"", ""por""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-5-7	romanos 5:7	13-14	καὶ τολμᾷ	20	bueno.	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	και τολμα => bueno	no		"{""match"": {""greek"": [""καὶ"", ""τολμᾷ""]}, ""action"": {""nbla"": [""bueno.""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-5-7	romanos 5:7	14-15	τολμᾷ ἀποθανεῖν·	20	bueno.	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	τολμα αποθανειν => bueno	no		"{""match"": {""greek"": [""τολμᾷ"", ""ἀποθανεῖν·""]}, ""action"": {""nbla"": [""bueno.""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-5-9	romanos 5:9	14-15	τῆς ὀργῆς.	18-21	por medio de Él.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	της οργης => por medio de el	no		"{""match"": {""greek"": [""τῆς"", ""ὀργῆς.""]}, ""action"": {""nbla"": [""por"", ""medio"", ""de"", ""Él.""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-5-9	romanos 5:9	13-15	ἀπὸ τῆς ὀργῆς.	18-21	por medio de Él.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	απο της οργης => por medio de el	no		"{""match"": {""greek"": [""ἀπὸ"", ""τῆς"", ""ὀργῆς.""]}, ""action"": {""nbla"": [""por"", ""medio"", ""de"", ""Él.""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-5-10	romanos 5:10	19-20	τῇ ζωῇ	11-12	la muerte	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	τη ζωη => la muerte	no		"{""match"": {""greek"": [""τῇ"", ""ζωῇ""]}, ""action"": {""nbla"": [""la"", ""muerte""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-5-10	romanos 5:10	20-21	ζωῇ αὐτοῦ·	11-12	la muerte	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	ζωη αυτου => la muerte	no		"{""match"": {""greek"": [""ζωῇ"", ""αὐτοῦ·""]}, ""action"": {""nbla"": [""la"", ""muerte""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-5-11	romanos 5:11	14-15	Ἰησοῦ Χριστοῦ,	01	Y	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	ιησου χριστου => y	no		"{""match"": {""greek"": [""Ἰησοῦ"", ""Χριστοῦ,""]}, ""action"": {""nbla"": [""Y""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-5-11	romanos 5:11	15-16	Χριστοῦ, διʼ	01	Y	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	χριστου διʼ => y	no		"{""match"": {""greek"": [""Χριστοῦ,"", ""διʼ""]}, ""action"": {""nbla"": [""Y""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-5-11	romanos 5:11	14-15	Ἰησοῦ Χριστοῦ,	10-11	en Dios	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	ιησου χριστου => en dios	no		"{""match"": {""greek"": [""Ἰησοῦ"", ""Χριστοῦ,""]}, ""action"": {""nbla"": [""en"", ""Dios""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-5-11	romanos 5:11	15-16	Χριστοῦ, διʼ	10-11	en Dios	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	χριστου διʼ => en dios	no		"{""match"": {""greek"": [""Χριστοῦ,"", ""διʼ""]}, ""action"": {""nbla"": [""en"", ""Dios""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-5-13	romanos 5:13	07-08	κόσμῳ, ἁμαρτία	13	pecado	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	κοσμω αμαρτια => pecado	no		"{""match"": {""greek"": [""κόσμῳ,"", ""ἁμαρτία""]}, ""action"": {""nbla"": [""pecado""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-5-13	romanos 5:13	09-10	δὲ οὐκ	13	pecado	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	δε ουκ => pecado	no		"{""match"": {""greek"": [""δὲ"", ""οὐκ""]}, ""action"": {""nbla"": [""pecado""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-5-13	romanos 5:13	09-10	δὲ οὐκ	16-19	toma en cuenta cuando	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	δε ουκ => toma en cuenta cuando	no		"{""match"": {""greek"": [""δὲ"", ""οὐκ""]}, ""action"": {""nbla"": [""toma"", ""en"", ""cuenta"", ""cuando""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-5-13	romanos 5:13	10-11	οὐκ ἐλλογεῖται	16-19	toma en cuenta cuando	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	ουκ ελλογειται => toma en cuenta cuando	no		"{""match"": {""greek"": [""οὐκ"", ""ἐλλογεῖται""]}, ""action"": {""nbla"": [""toma"", ""en"", ""cuenta"", ""cuando""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-5-14	romanos 5:14	12-13	μὴ ἁμαρτήσαντας	21-24	a la de Adán,	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	μη αμαρτησαντας => a la de adan	no		"{""match"": {""greek"": [""μὴ"", ""ἁμαρτήσαντας""]}, ""action"": {""nbla"": [""a"", ""la"", ""de"", ""Adán,""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-5-14	romanos 5:14	13-14	ἁμαρτήσαντας ἐπὶ	21-24	a la de Adán,	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	αμαρτησαντας επι => a la de adan	no		"{""match"": {""greek"": [""ἁμαρτήσαντας"", ""ἐπὶ""]}, ""action"": {""nbla"": [""a"", ""la"", ""de"", ""Adán,""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-5-15	romanos 5:15	26-27	ἡ δωρεὰ	03-06	sucede con la dádiva	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	η δωρεα => sucede con la dadiva	no		"{""match"": {""greek"": [""ἡ"", ""δωρεὰ""]}, ""action"": {""nbla"": [""sucede"", ""con"", ""la"", ""dádiva""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-5-15	romanos 5:15	28-29	ἐν χάριτι	03-06	sucede con la dádiva	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	εν χαριτι => sucede con la dadiva	no		"{""match"": {""greek"": [""ἐν"", ""χάριτι""]}, ""action"": {""nbla"": [""sucede"", ""con"", ""la"", ""dádiva""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-5-15	romanos 5:15	26-27	ἡ δωρεὰ	18-24	murieron los muchos, mucho más, la gracia	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	η δωρεα => murieron los muchos mucho mas la gracia	no		"{""match"": {""greek"": [""ἡ"", ""δωρεὰ""]}, ""action"": {""nbla"": [""murieron"", ""los"", ""muchos,"", ""mucho"", ""más,"", ""la"", ""gracia""], ""type"": ""expanded"", ""consume"": 7}}"
	romanos-5-15	romanos 5:15	28-29	ἐν χάριτι	18-24	murieron los muchos, mucho más, la gracia	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	εν χαριτι => murieron los muchos mucho mas la gracia	no		"{""match"": {""greek"": [""ἐν"", ""χάριτι""]}, ""action"": {""nbla"": [""murieron"", ""los"", ""muchos,"", ""mucho"", ""más,"", ""la"", ""gracia""], ""type"": ""expanded"", ""consume"": 7}}"
	romanos-5-16	romanos 5:16	01-02	καὶ οὐχ	04-05	el don	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	και ουχ => el don	no		"{""match"": {""greek"": [""καὶ"", ""οὐχ""]}, ""action"": {""nbla"": [""el"", ""don""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-5-16	romanos 5:16	02-03	οὐχ ὡς	04-05	el don	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	ουχ ως => el don	no		"{""match"": {""greek"": [""οὐχ"", ""ὡς""]}, ""action"": {""nbla"": [""el"", ""don""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-5-16	romanos 5:16	07-08	τὸ δώρημα·	12-18	medio de aquel que pecó; porque ciertamente	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	το δωρημα => medio de aquel que peco porque ciertamente	no		"{""match"": {""greek"": [""τὸ"", ""δώρημα·""]}, ""action"": {""nbla"": [""medio"", ""de"", ""aquel"", ""que"", ""pecó;"", ""porque"", ""ciertamente""], ""type"": ""expanded"", ""consume"": 7}}"
	romanos-5-16	romanos 5:16	06-08	ἁμαρτήσαντος τὸ δώρημα·	12-18	medio de aquel que pecó; porque ciertamente	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	αμαρτησαντος το δωρημα => medio de aquel que peco porque ciertamente	no		"{""match"": {""greek"": [""ἁμαρτήσαντος"", ""τὸ"", ""δώρημα·""]}, ""action"": {""nbla"": [""medio"", ""de"", ""aquel"", ""que"", ""pecó;"", ""porque"", ""ciertamente""], ""type"": ""expanded"", ""consume"": 7}}"
	romanos-5-16	romanos 5:16	23-24	εἰς δικαίωμα.	36-41	de muchas transgresiones resultando en justificación.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	εις δικαιωμα => de muchas transgresiones resultando en justificacion	no		"{""match"": {""greek"": [""εἰς"", ""δικαίωμα.""]}, ""action"": {""nbla"": [""de"", ""muchas"", ""transgresiones"", ""resultando"", ""en"", ""justificación.""], ""type"": ""expanded"", ""consume"": 6}}"
	romanos-5-16	romanos 5:16	22-24	παραπτωμάτων εἰς δικαίωμα.	36-41	de muchas transgresiones resultando en justificación.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	παραπτωματων εις δικαιωμα => de muchas transgresiones resultando en justificacion	no		"{""match"": {""greek"": [""παραπτωμάτων"", ""εἰς"", ""δικαίωμα.""]}, ""action"": {""nbla"": [""de"", ""muchas"", ""transgresiones"", ""resultando"", ""en"", ""justificación.""], ""type"": ""expanded"", ""consume"": 6}}"
	romanos-5-17	romanos 5:17	26-27	ἐν ζωῇ	04-05	la transgresión	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	εν ζωη => la transgresion	no		"{""match"": {""greek"": [""ἐν"", ""ζωῇ""]}, ""action"": {""nbla"": [""la"", ""transgresión""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-5-17	romanos 5:17	27-28	ζωῇ βασιλεύσουσιν	04-05	la transgresión	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	ζωη βασιλευσουσιν => la transgresion	no		"{""match"": {""greek"": [""ζωῇ"", ""βασιλεύσουσιν""]}, ""action"": {""nbla"": [""la"", ""transgresión""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-5-17	romanos 5:17	26-27	ἐν ζωῇ	15-20	más reinarán en vida por medio	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	εν ζωη => mas reinaran en vida por medio	no		"{""match"": {""greek"": [""ἐν"", ""ζωῇ""]}, ""action"": {""nbla"": [""más"", ""reinarán"", ""en"", ""vida"", ""por"", ""medio""], ""type"": ""expanded"", ""consume"": 6}}"
	romanos-5-17	romanos 5:17	27-28	ζωῇ βασιλεύσουσιν	15-20	más reinarán en vida por medio	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	ζωη βασιλευσουσιν => mas reinaran en vida por medio	no		"{""match"": {""greek"": [""ζωῇ"", ""βασιλεύσουσιν""]}, ""action"": {""nbla"": [""más"", ""reinarán"", ""en"", ""vida"", ""por"", ""medio""], ""type"": ""expanded"", ""consume"": 6}}"
	romanos-5-17	romanos 5:17	26-27	ἐν ζωῇ	26-27	que reciben	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	εν ζωη => que reciben	no		"{""match"": {""greek"": [""ἐν"", ""ζωῇ""]}, ""action"": {""nbla"": [""que"", ""reciben""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-5-17	romanos 5:17	27-28	ζωῇ βασιλεύσουσιν	26-27	que reciben	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	ζωη βασιλευσουσιν => que reciben	no		"{""match"": {""greek"": [""ζωῇ"", ""βασιλεύσουσιν""]}, ""action"": {""nbla"": [""que"", ""reciben""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-5-18	romanos 5:18	02-03	οὖν ὡς	03	tal	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	ουν ως => tal	no		"{""match"": {""greek"": [""οὖν"", ""ὡς""]}, ""action"": {""nbla"": [""tal""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-5-18	romanos 5:18	03-04	ὡς διʼ	03	tal	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	ως διʼ => tal	no		"{""match"": {""greek"": [""ὡς"", ""διʼ""]}, ""action"": {""nbla"": [""tal""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-5-18	romanos 5:18	09	ἀνθρώπους	14	hombres,	direct	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.94	1	ανθρωπους => hombres	no		"{""match"": {""greek"": [""ἀνθρώπους""]}, ""action"": {""nbla"": [""hombres,""], ""type"": ""direct"", ""consume"": 1}}"
	romanos-5-18	romanos 5:18	09-11	ἀνθρώπους εἰς κατάκριμα,	14	hombres,	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.78	1	ανθρωπους εις κατακριμα => hombres	no		"{""match"": {""greek"": [""ἀνθρώπους"", ""εἰς"", ""κατάκριμα,""]}, ""action"": {""nbla"": [""hombres,""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-5-18	romanos 5:18	20-21	εἰς δικαίωσιν	28-30	todos los hombres.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	εις δικαιωσιν => todos los hombres	no		"{""match"": {""greek"": [""εἰς"", ""δικαίωσιν""]}, ""action"": {""nbla"": [""todos"", ""los"", ""hombres.""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-5-18	romanos 5:18	21-22	δικαίωσιν ζωῆς·	28-30	todos los hombres.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	δικαιωσιν ζωης => todos los hombres	no		"{""match"": {""greek"": [""δικαίωσιν"", ""ζωῆς·""]}, ""action"": {""nbla"": [""todos"", ""los"", ""hombres.""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-5-20	romanos 5:20	11-12	ἡ ἁμαρτία,	10-11	pero donde	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	η αμαρτια => pero donde	no		"{""match"": {""greek"": [""ἡ"", ""ἁμαρτία,""]}, ""action"": {""nbla"": [""pero"", ""donde""], ""type"": ""expanded"", ""consume"": 2}}"
