center_stream_index	center_reference	window_size	movement_sequence	continuity_sequence	reason_sequence
342	7:28	5	"[""strong"", ""candidate"", ""candidate"", ""strong"", ""none""]"	"[""shift"", ""same"", ""shift"", ""shift"", ""same""]"	"[[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""number_change"", ""subject_shift""], [""number_change"", ""person_change"", ""subject_shift""], []]"
343	7:28	5	"[""candidate"", ""candidate"", ""strong"", ""none"", ""candidate""]"	"[""same"", ""shift"", ""shift"", ""same"", ""shift""]"	"[[""independence_transition"", ""subordination_transition""], [""number_change"", ""subject_shift""], [""number_change"", ""person_change"", ""subject_shift""], [], [""person_change"", ""subject_shift""]]"
345	7:29	5	"[""strong"", ""none"", ""candidate"", ""strong"", ""candidate""]"	"[""shift"", ""same"", ""shift"", ""shift"", ""shift""]"	"[[""number_change"", ""person_change"", ""subject_shift""], [], [""person_change"", ""subject_shift""], [""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""], [""number_change"", ""subject_shift""]]"
346	7:29	5	"[""none"", ""candidate"", ""strong"", ""candidate"", ""strong""]"	"[""same"", ""shift"", ""shift"", ""shift"", ""shift""]"	"[[], [""person_change"", ""subject_shift""], [""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""], [""number_change"", ""subject_shift""], [""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]]"
347	7:31	5	"[""candidate"", ""strong"", ""candidate"", ""strong"", ""candidate""]"	"[""shift"", ""shift"", ""shift"", ""shift"", ""shift""]"	"[[""person_change"", ""subject_shift""], [""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""], [""number_change"", ""subject_shift""], [""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""person_change"", ""subject_shift""]]"
348	7:32	5	"[""strong"", ""candidate"", ""strong"", ""candidate"", ""none""]"	"[""shift"", ""shift"", ""shift"", ""shift"", ""same""]"	"[[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""], [""number_change"", ""subject_shift""], [""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""person_change"", ""subject_shift""], []]"
349	7:32	5	"[""candidate"", ""strong"", ""candidate"", ""none"", ""none""]"	"[""shift"", ""shift"", ""shift"", ""same"", ""same""]"	"[[""number_change"", ""subject_shift""], [""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""person_change"", ""subject_shift""], [], []]"
355	7:34	5	"[""none"", ""none"", ""candidate"", ""candidate"", ""none""]"	"[""same"", ""same"", ""same"", ""same"", ""same""]"	"[[], [], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], []]"
356	7:34	5	"[""none"", ""candidate"", ""candidate"", ""none"", ""candidate""]"	"[""same"", ""same"", ""same"", ""same"", ""shift""]"	"[[], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [], [""person_change"", ""subject_shift""]]"
358	7:35	5	"[""candidate"", ""none"", ""candidate"", ""candidate"", ""candidate""]"	"[""same"", ""same"", ""shift"", ""same"", ""shift""]"	"[[""independence_transition"", ""subordination_transition""], [], [""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""]]"
359	7:35	5	"[""none"", ""candidate"", ""candidate"", ""candidate"", ""none""]"	"[""same"", ""shift"", ""same"", ""shift"", ""same""]"	"[[], [""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""], []]"
360	7:36	5	"[""candidate"", ""candidate"", ""candidate"", ""none"", ""candidate""]"	"[""shift"", ""same"", ""shift"", ""same"", ""same""]"	"[[""person_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""], [], [""independence_transition"", ""subordination_transition""]]"
362	7:36	5	"[""candidate"", ""none"", ""candidate"", ""none"", ""none""]"	"[""shift"", ""same"", ""same"", ""same"", ""same""]"	"[[""person_change"", ""subject_shift""], [], [""independence_transition"", ""subordination_transition""], [], []]"
366	7:36	5	"[""none"", ""none"", ""candidate"", ""candidate"", ""none""]"	"[""same"", ""same"", ""shift"", ""shift"", ""same""]"	"[[], [], [""number_change"", ""subject_shift""], [""number_change"", ""subject_shift""], []]"
367	7:37	5	"[""none"", ""candidate"", ""candidate"", ""none"", ""none""]"	"[""same"", ""shift"", ""shift"", ""same"", ""same""]"	"[[], [""number_change"", ""subject_shift""], [""number_change"", ""subject_shift""], [], []]"
371	7:38	5	"[""none"", ""none"", ""candidate"", ""candidate"", ""none""]"	"[""same"", ""same"", ""same"", ""same"", ""same""]"	"[[], [], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], []]"
372	7:38	5	"[""none"", ""candidate"", ""candidate"", ""none"", ""none""]"	"[""same"", ""same"", ""same"", ""same"", ""same""]"	"[[], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [], []]"
375	7:39	5	"[""none"", ""none"", ""candidate"", ""candidate"", ""none""]"	"[""same"", ""same"", ""same"", ""same"", ""same""]"	"[[], [], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], []]"
376	7:39	5	"[""none"", ""candidate"", ""candidate"", ""none"", ""none""]"	"[""same"", ""same"", ""same"", ""same"", ""same""]"	"[[], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [], []]"
379	7:40	5	"[""none"", ""none"", ""candidate"", ""strong"", ""candidate""]"	"[""same"", ""same"", ""same"", ""shift"", ""shift""]"	"[[], [], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""number_change"", ""subject_shift""]]"
380	7:40	5	"[""none"", ""candidate"", ""strong"", ""candidate"", ""candidate""]"	"[""same"", ""same"", ""shift"", ""shift"", ""same""]"	"[[], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""number_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""]]"
381	8:1	5	"[""candidate"", ""strong"", ""candidate"", ""candidate"", ""strong""]"	"[""same"", ""shift"", ""shift"", ""same"", ""shift""]"	"[[""independence_transition"", ""subordination_transition""], [""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""number_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]]"
382	8:1	5	"[""strong"", ""candidate"", ""candidate"", ""strong"", ""none""]"	"[""shift"", ""shift"", ""same"", ""shift"", ""same""]"	"[[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""number_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""], []]"
383	8:1	5	"[""candidate"", ""candidate"", ""strong"", ""none"", ""candidate""]"	"[""shift"", ""same"", ""shift"", ""same"", ""same""]"	"[[""number_change"", ""subject_shift""], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""], [], [""independence_transition"", ""subordination_transition""]]"
385	8:2	5	"[""strong"", ""none"", ""candidate"", ""candidate"", ""candidate""]"	"[""shift"", ""same"", ""same"", ""same"", ""same""]"	"[[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""], [], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""]]"
386	8:2	5	"[""none"", ""candidate"", ""candidate"", ""candidate"", ""none""]"	"[""same"", ""same"", ""same"", ""same"", ""same""]"	"[[], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], []]"
387	8:2	5	"[""candidate"", ""candidate"", ""candidate"", ""none"", ""candidate""]"	"[""same"", ""same"", ""same"", ""same"", ""same""]"	"[[""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [], [""independence_transition"", ""subordination_transition""]]"
389	8:3	5	"[""candidate"", ""none"", ""candidate"", ""strong"", ""candidate""]"	"[""same"", ""same"", ""same"", ""shift"", ""shift""]"	"[[""independence_transition"", ""subordination_transition""], [], [""independence_transition"", ""subordination_transition""], [""number_change"", ""person_change"", ""subject_shift""], [""person_change"", ""subject_shift""]]"
390	8:4	5	"[""none"", ""candidate"", ""strong"", ""candidate"", ""none""]"	"[""same"", ""same"", ""shift"", ""shift"", ""same""]"	"[[], [""independence_transition"", ""subordination_transition""], [""number_change"", ""person_change"", ""subject_shift""], [""person_change"", ""subject_shift""], []]"
391	8:5	5	"[""candidate"", ""strong"", ""candidate"", ""none"", ""candidate""]"	"[""same"", ""shift"", ""shift"", ""same"", ""same""]"	"[[""independence_transition"", ""subordination_transition""], [""number_change"", ""person_change"", ""subject_shift""], [""person_change"", ""subject_shift""], [], [""independence_transition"", ""subordination_transition""]]"
393	8:7	5	"[""candidate"", ""none"", ""candidate"", ""strong"", ""none""]"	"[""shift"", ""same"", ""same"", ""shift"", ""same""]"	"[[""person_change"", ""subject_shift""], [], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""], []]"
394	8:7	5	"[""none"", ""candidate"", ""strong"", ""none"", ""strong""]"	"[""same"", ""same"", ""shift"", ""same"", ""shift""]"	"[[], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""], [], [""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]]"
396	8:8	5	"[""strong"", ""none"", ""strong"", ""candidate"", ""candidate""]"	"[""shift"", ""same"", ""shift"", ""same"", ""same""]"	"[[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""], [], [""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""]]"
397	8:8	5	"[""none"", ""strong"", ""candidate"", ""candidate"", ""candidate""]"	"[""same"", ""shift"", ""same"", ""same"", ""same""]"	"[[], [""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""]]"
398	8:8	5	"[""strong"", ""candidate"", ""candidate"", ""candidate"", ""candidate""]"	"[""shift"", ""same"", ""same"", ""same"", ""shift""]"	"[[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""]]"
399	8:8	5	"[""candidate"", ""candidate"", ""candidate"", ""candidate"", ""strong""]"	"[""same"", ""same"", ""same"", ""shift"", ""shift""]"	"[[""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""independence_transition"", ""subordination_transition""], [""person_change"", ""subject_shift""], [""number_change"", ""person_change"", ""subject_shift""]]"
